"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Organiser un atelier (03 jours à Ouidah avec 50 participants) pour la validation du manuel de procédures (y compris les POS sur l’activation et le déploiement des Equipes Médicales d’Urgence)."	"1"	"2019"	"12220000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Imprimer le manuel de procédures"	"1"	"2019"	"250000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Institutionnaliser le COUS"	"Construire le bâtiment abritant le COUS"	"1"	"2019"	"500000000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Mettre en place un fonds spécial pour le COUS"	"Organiser un plaidoyer au niveau du gouvernement et de l'assemblée nationale en faveur du COUS (45 personnes en 01 jour)"	"1"	"2019"	"14625000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Elaborer un plan
d'intervention d'urgence"	"Organiser un atelier 05 jours avec 50 personnes) pour l'élaboration du plan d'intervention d'urgence"	"1"	"2019"	"17275000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Elaborer un plan
d'intervention d'urgence"	"Organiser un atelier de trois jours à grand-Popo à l'intention de 50 participants pour valider le plan."	"1"	"2019"	"11425000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Elaborer un plan
d'intervention d'urgence"	"Imprimer le plan et diffuser vulgariser"	"1"	"2019"	"750000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Mettre à jour les procédures opérationnelles standardisées pour la prise en charge des urgences"	"Organiser un atelier (03 jours avec 50 personnes) pour mettre à jour les procédures opérationnelles standardisées pour la prise en charge des urgences pour une coordination multisectorielle ; envers le personnel des départements et hôpitaux, frontières, et"	"1"	"2019"	"11425000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Elaborer les procédures opérationnelles standardisées pour la prise en charge des urgences"	"Organiser un atelier (02 jours avec 60 participants) pour valider les procédures."	"1"	"2019"	"9970000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Mettre en place un système de gestion des données sur la prise en charge des crises sanitaires"	"Prendre un consultant national
pour 10jrs pour concevoir un
logiciel de gestion des données"	"1"	"2019"	"1250000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Mettre en place un système de gestion des données sur la prise en charge des crises sanitaires"	"Imprimer les lignes directrices"	"1"	"2019"	"750000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Mettre en place un système de gestion des données sur la prise en charge des crises sanitaires"	"Vulgariser les lignes directrices"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Organiser chaque année deux exercices de simulation sur table"	"Organiser quatre réunions préparatoires de deux jours avec 30 participants un exercice de simulation sur table"	"1-3"	"2019-2021"	"28120000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Organiser chaque année deux exercices de simulation sur table"	"Réaliser deux exercices de simulation par an (2 jours avec 80 personnes)"	"1-3"	"2019-2021"	"80160000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Organiser tous les deux ans un exercice de simulation grandeur nature"	"Organiser deux réunions préparatoires de trois jours à l'intention des parties prenantes à l'exercice avec 40 personnes"	"1,3"	"2019, 2021"	"28120000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Organiser tous les deux ans un exercice de simulation grandeur nature"	"Organiser une étude de terrain (équipe de 4 personnes en 3 jours)"	"1,3"	"2019, 2021"	"1200000"	"CFA (2019)"	NA
"Benin"	"R.2 Emergency Response Operations"	"Organiser tous les deux ans un exercice de simulation grandeur nature"	"Organiser un débriefing de deux jours pour chaque exercice de simulation à l'intention de 80 acteurs"	"1,3"	"2019, 2021"	"27020000"	"CFA (2019)"	NA
"Benin"	"R.3 Linking Public Health and Security Authorities"	"Elaborer un mémorandum d’accord ou autre entente (protocole) entre le secteur de la santé publique et les autorités chargées de la sécurité dans le pays"	"Faire une revue documentaire et rédiger l'avant-projet de mémorandum"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.3 Linking Public Health and Security Authorities"	"Elaborer un mémorandum d’accord ou autre entente (protocole) entre le secteur de la santé publique et les autorités chargées de la sécurité dans le pays"	"Organiser un atelier (1 jour avec 50 participants) pour la validation du mémorandum"	"1"	"2019"	"5575000"	"CFA (2019)"	NA
"Benin"	"R.3 Linking Public Health and Security Authorities"	"Elaborer un mémorandum d’accord ou autre entente (protocole) entre le secteur de la santé publique et les autorités chargées de la sécurité dans le pays"	"Soumettre le mémorandum pour signature en Conseil des Ministres"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.3 Linking Public Health and Security Authorities"	"Mettre en œuvre les dispositions règlementaires et légales pour la gestion des cas d’urgence sanitaires"	"Organiser quatre séances de sensibilisation et de formation (2 jours de 80 personnes) à l'endroit des autorités de santé humaine et animale et de sécurité sur les dispositions règlementaires et légales pour la gestion des cas d’urgence sanitaires"	"1-2"	"2019-2020"	"59500000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Elaborer et vulgariser un plan de préparation pour le déploiement des moyens médicaux et du personnel pour faire face à une éventuelle épidémie/pandémie"	"Organiser un atelier de cinq jours à Ouidah à l'intention de 50 participants pour élaborer le plan"	"1"	"2019"	"17275000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Elaborer et vulgariser un plan de préparation pour le déploiement des moyens médicaux et du personnel pour faire face à une éventuelle épidémie/pandémie"	"Organiser un atelier de deux jours à l'intention de 50 personnes pour valider le plan"	"1"	"2019"	"9000000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Elaborer et vulgariser un plan de préparation pour le déploiement des moyens médicaux et du personnel pour faire face à une éventuelle épidémie/pandémie"	"Imprimer et diffuser le plan de préparation pour le déploiement des moyens médicaux"	"1"	"2019"	"750000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Mettre à disposition des ressources humaines qualifiées et renforcer les moyens médicaux"	"Faire un plaidoyer à l'endroit du gouvernement pour obtenir du personnel qualifié"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Mettre à disposition des ressources humaines qualifiées et renforcer les moyens médicaux"	"Etablir et mettre à jour la liste des experts nationaux"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Mettre à disposition des ressources humaines qualifiées et renforcer les moyens médicaux"	"Elaborer une cartographie de besoin ; visite de départements (Equipe de 4 personnes en 15 jours)"	"1"	"2019"	"3000000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Mettre à disposition des ressources humaines qualifiées et renforcer les moyens médicaux"	"Mettre en place d'un fond pour l'acquisition et la gestion des entrants médicaux"	"1-3"	"2019-2021"	"2000000000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Ratifier les textes réglementaires dans le domaine de redéploiement des moyens médicaux et de personnel"	"Rédiger les textes réglementaires dans le domaine de redéploiement des moyens médicaux et de personnel"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Ratifier les textes réglementaires dans le domaine de redéploiement des moyens médicaux et de personnel"	"Organiser à Ouidah un atelier de deux jours pour 30 personnes pour valider les textes"	"1"	"2019"	"5140000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Organiser un exercice de simulation sur table du plan de préparation de déploiement des moyens médicaux pour faire face
à une éventuelle
épidémie/Pandémie"	"Organiser à Cotonou une séance préparatoire de deux jours à l'intention des 10 facilitateurs"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Renforcer la capacité de communication des relais communautaires, de leader d'opinions et des tradipraticiens sur les risques sanitaires et sur la gestion des urgences"	"Former des formateurs des 12 départements et 34 zones sanitaires ; (51 participants, 2 jours en région)"	"1"	"2019"	"8647000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Renforcer la capacité de communication des relais communautaires, de leader d'opinions et des tradipraticiens sur les risques sanitaires et sur la gestion des urgences"	"Organiser une formation de deux jours à l'endroit de 5300 relais communautaires (566 arrondissements soit 190 ateliers, 28 participants par formation en région)"	"1"	"2019"	"181260000"	"CFA (2019)"	NA
"Benin"	"R.4 Medical Countermeasures and Personnel Deployment"	"Réaliser une enquête CAP auprès des publics cibles sur leur perception sur les risques sanitaires"	"Organiser une enquête CAP à l'échelle nationale sur la perception des risques sanitaires."	"1"	"2019"	"60000000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Elaborer un plan intégré de communication sur les risques avec procédures opérationnelles"	"Organiser un atelier de cinq jours pour élaborer le premier draft avec 50 participants"	"1"	"2019"	"17275000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Elaborer un plan intégré de communication sur les risques avec procédures opérationnelles"	"Organiser un atelier de trois jours (50 participants) pour valider le plan"	"1"	"2019"	"11425000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Elaborer un plan intégré de communication sur les risques avec procédures opérationnelles"	"Vulgariser le plan intégré de communication sur les risques"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Créer et renforcer les capacités d’une unité de communication sur les risques à tous les niveaux du système de santé"	"Former les membres des unités des 22 ministères sectoriels pendant deux jours à Cotonou ; 60 participants"	"1"	"2019"	"1570000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Renforcer les capacités des Unités de communication sur les risques dans les Ministères sectoriels chargés de la gestion des urgences"	"Former 3 membres de chaque unité des 22 ministères sectoriels pendant 2 jours à Cotonou sur la communication en situation des urgences"	"1-2"	"2019-2020"	"2128000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Former les responsables sur la gestion de la communication en situation de crise"	"Organiser à Bohicon quatre sessions de formation de 25 autorités du ministère de la santé et de l'ANPC pendant 5 jours sur la communication en situation de crises"	"1-2"	"2019-2020"	"41980000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Rendre plus active la plateforme Nationale de réduction des risques de catastrophe et d’adaptation au changement climatique"	"Organiser mensuellement une émission Radio diffusée et télévisée sur les urgences de santé publiques"	"1-3"	"2019-2021"	"9000000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Former des experts
nationaux au niveau
départemental et zones
sanitaires dans le
domaine de la
communication pour la
gestion des risques"	"Organiser quatre sessions de formation de vingt agents pendant cinq jours"	"1"	"2019"	"38060000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Renforcer la capacité de communication des relais communautaires, de leader d'opinions et des tradipraticiens sur les risques sanitaires et sur la gestion des urgences"	"Organiser une séance préparatoire de deux jours pour la formation des relais communautaires ; 7pps niveau central"	"1"	"2019"	"0"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Construire les locaux adéquats pour abriter les services médicaux au port, à l'aéroport et au niveau de 4 points d’entrée terrestres."	"Construire les locaux adéquats pour abriter les services médicaux au port, à l'aéroport et au niveau de 4 points d’entrée terrestres."	"1-3"	"2019-2021"	"750000000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Equiper les locaux selon les normes en équipements médicaux, consommables et bureautiques"	"Equiper les locaux selon les normes en équipements médicaux, consommables et bureautiques"	"1-3"	"2019-2021"	"50000000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Acquérir des équipements de lavage de mains avec points d'eau (100), du matériel de protection (2000), thermo-flash (200) et des consommables pour les points d'entrée désignés"	"Acquérir des équipements de lavage de mains avec points d'eau (100), du matériel de protection (2000), thermo-flash (200) et des consommables pour les points d'entrée désignés"	"1-3"	"2019-2021"	"85000000"	"CFA (2019)"	NA
"Benin"	"R.5 Risk Communication"	"Réaliser semestriellement un exercice de simulation au profit des agents des points d'entrée"	"Organiser semestriellement un exercice de simulation sur table en 3 sessions de 33 participants pour 2 jours"	"1-3"	"2019-2021"	"17913000"	"CFA (2019)"	NA
